+------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+
; Legal Partition Candidates                                                                                                                                                                                                                                 ;
+-------------------------------------------------------+-------+----------------+--------------+----------------+--------+-----------------+---------------+-----------------+-------+----------------+--------------+------------------+-------------------+
; Hierarchy                                             ; Input ; Constant Input ; Unused Input ; Floating Input ; Output ; Constant Output ; Unused Output ; Floating Output ; Bidir ; Constant Bidir ; Unused Bidir ; Input only Bidir ; Output only Bidir ;
; u_fpu_eu|u_fpu|SQRT_UNIT|u_F2|mul_inst|wt|st1_0       ; 216   ; 1              ; 0            ; 1              ; 144    ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_fpu_eu|u_fpu|SQRT_UNIT|u_F2|mul_inst|wt             ; 936   ; 156            ; 0            ; 156            ; 144    ; 156             ; 156           ; 156             ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_fpu_eu|u_fpu|SQRT_UNIT|u_F2|mul_inst|be12           ; 27    ; 2              ; 0            ; 2              ; 48     ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_fpu_eu|u_fpu|SQRT_UNIT|u_F2|mul_inst|be11           ; 27    ; 0              ; 0            ; 0              ; 48     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_fpu_eu|u_fpu|SQRT_UNIT|u_F2|mul_inst|be10           ; 27    ; 0              ; 0            ; 0              ; 48     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_fpu_eu|u_fpu|SQRT_UNIT|u_F2|mul_inst|be9            ; 27    ; 0              ; 0            ; 0              ; 48     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_fpu_eu|u_fpu|SQRT_UNIT|u_F2|mul_inst|be8            ; 27    ; 0              ; 0            ; 0              ; 48     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_fpu_eu|u_fpu|SQRT_UNIT|u_F2|mul_inst|be7            ; 27    ; 0              ; 0            ; 0              ; 48     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_fpu_eu|u_fpu|SQRT_UNIT|u_F2|mul_inst|be6            ; 27    ; 0              ; 0            ; 0              ; 48     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_fpu_eu|u_fpu|SQRT_UNIT|u_F2|mul_inst|be5            ; 27    ; 0              ; 0            ; 0              ; 48     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_fpu_eu|u_fpu|SQRT_UNIT|u_F2|mul_inst|be4            ; 27    ; 0              ; 0            ; 0              ; 48     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_fpu_eu|u_fpu|SQRT_UNIT|u_F2|mul_inst|be3            ; 27    ; 0              ; 0            ; 0              ; 48     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_fpu_eu|u_fpu|SQRT_UNIT|u_F2|mul_inst|be2            ; 27    ; 0              ; 0            ; 0              ; 48     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_fpu_eu|u_fpu|SQRT_UNIT|u_F2|mul_inst|be1            ; 27    ; 0              ; 0            ; 0              ; 48     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_fpu_eu|u_fpu|SQRT_UNIT|u_F2|mul_inst|be0            ; 27    ; 1              ; 0            ; 1              ; 48     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_fpu_eu|u_fpu|SQRT_UNIT|u_F2|mul_inst                ; 49    ; 0              ; 0            ; 0              ; 48     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_fpu_eu|u_fpu|SQRT_UNIT|u_F2                         ; 97    ; 32             ; 0            ; 32             ; 32     ; 32              ; 32            ; 32              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_fpu_eu|u_fpu|SQRT_UNIT|u_h2|mul_inst|wt|st5_0       ; 216   ; 1              ; 0            ; 1              ; 144    ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_fpu_eu|u_fpu|SQRT_UNIT|u_h2|mul_inst|wt|st4_0       ; 216   ; 1              ; 0            ; 1              ; 144    ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_fpu_eu|u_fpu|SQRT_UNIT|u_h2|mul_inst|wt|st3_1       ; 216   ; 1              ; 0            ; 1              ; 144    ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_fpu_eu|u_fpu|SQRT_UNIT|u_h2|mul_inst|wt|st3_0       ; 216   ; 1              ; 0            ; 1              ; 144    ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_fpu_eu|u_fpu|SQRT_UNIT|u_h2|mul_inst|wt|st2_2       ; 216   ; 1              ; 0            ; 1              ; 144    ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_fpu_eu|u_fpu|SQRT_UNIT|u_h2|mul_inst|wt|st2_1       ; 216   ; 1              ; 0            ; 1              ; 144    ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_fpu_eu|u_fpu|SQRT_UNIT|u_h2|mul_inst|wt|st2_0       ; 216   ; 1              ; 0            ; 1              ; 144    ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_fpu_eu|u_fpu|SQRT_UNIT|u_h2|mul_inst|wt|st1_3       ; 216   ; 1              ; 0            ; 1              ; 144    ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_fpu_eu|u_fpu|SQRT_UNIT|u_h2|mul_inst|wt|st1_2       ; 216   ; 1              ; 0            ; 1              ; 144    ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_fpu_eu|u_fpu|SQRT_UNIT|u_h2|mul_inst|wt|st1_1       ; 216   ; 1              ; 0            ; 1              ; 144    ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_fpu_eu|u_fpu|SQRT_UNIT|u_h2|mul_inst|wt|st1_0       ; 216   ; 1              ; 0            ; 1              ; 144    ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_fpu_eu|u_fpu|SQRT_UNIT|u_h2|mul_inst|wt             ; 936   ; 156            ; 0            ; 156            ; 144    ; 156             ; 156           ; 156             ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_fpu_eu|u_fpu|SQRT_UNIT|u_h2|mul_inst|be12           ; 27    ; 2              ; 0            ; 2              ; 48     ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_fpu_eu|u_fpu|SQRT_UNIT|u_h2|mul_inst|be11           ; 27    ; 0              ; 0            ; 0              ; 48     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_fpu_eu|u_fpu|SQRT_UNIT|u_h2|mul_inst|be10           ; 27    ; 0              ; 0            ; 0              ; 48     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_fpu_eu|u_fpu|SQRT_UNIT|u_h2|mul_inst|be9            ; 27    ; 0              ; 0            ; 0              ; 48     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_fpu_eu|u_fpu|SQRT_UNIT|u_h2|mul_inst|be8            ; 27    ; 0              ; 0            ; 0              ; 48     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_fpu_eu|u_fpu|SQRT_UNIT|u_h2|mul_inst|be7            ; 27    ; 0              ; 0            ; 0              ; 48     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_fpu_eu|u_fpu|SQRT_UNIT|u_h2|mul_inst|be6            ; 27    ; 0              ; 0            ; 0              ; 48     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_fpu_eu|u_fpu|SQRT_UNIT|u_h2|mul_inst|be5            ; 27    ; 0              ; 0            ; 0              ; 48     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_fpu_eu|u_fpu|SQRT_UNIT|u_h2|mul_inst|be4            ; 27    ; 0              ; 0            ; 0              ; 48     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_fpu_eu|u_fpu|SQRT_UNIT|u_h2|mul_inst|be3            ; 27    ; 0              ; 0            ; 0              ; 48     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_fpu_eu|u_fpu|SQRT_UNIT|u_h2|mul_inst|be2            ; 27    ; 0              ; 0            ; 0              ; 48     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_fpu_eu|u_fpu|SQRT_UNIT|u_h2|mul_inst|be1            ; 27    ; 0              ; 0            ; 0              ; 48     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_fpu_eu|u_fpu|SQRT_UNIT|u_h2|mul_inst|be0            ; 27    ; 1              ; 0            ; 1              ; 48     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_fpu_eu|u_fpu|SQRT_UNIT|u_h2|mul_inst                ; 49    ; 0              ; 0            ; 0              ; 48     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_fpu_eu|u_fpu|SQRT_UNIT|u_h2                         ; 97    ; 32             ; 0            ; 32             ; 32     ; 32              ; 32            ; 32              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_fpu_eu|u_fpu|SQRT_UNIT|u_g2|mul_inst|wt|st5_0       ; 216   ; 1              ; 0            ; 1              ; 144    ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_fpu_eu|u_fpu|SQRT_UNIT|u_g2|mul_inst|wt|st4_0       ; 216   ; 1              ; 0            ; 1              ; 144    ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_fpu_eu|u_fpu|SQRT_UNIT|u_g2|mul_inst|wt|st3_1       ; 216   ; 1              ; 0            ; 1              ; 144    ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_fpu_eu|u_fpu|SQRT_UNIT|u_g2|mul_inst|wt|st3_0       ; 216   ; 1              ; 0            ; 1              ; 144    ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_fpu_eu|u_fpu|SQRT_UNIT|u_g2|mul_inst|wt|st2_2       ; 216   ; 1              ; 0            ; 1              ; 144    ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_fpu_eu|u_fpu|SQRT_UNIT|u_g2|mul_inst|wt|st2_1       ; 216   ; 1              ; 0            ; 1              ; 144    ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_fpu_eu|u_fpu|SQRT_UNIT|u_g2|mul_inst|wt|st2_0       ; 216   ; 1              ; 0            ; 1              ; 144    ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_fpu_eu|u_fpu|SQRT_UNIT|u_g2|mul_inst|wt|st1_3       ; 216   ; 1              ; 0            ; 1              ; 144    ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_fpu_eu|u_fpu|SQRT_UNIT|u_g2|mul_inst|wt|st1_2       ; 216   ; 1              ; 0            ; 1              ; 144    ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_fpu_eu|u_fpu|SQRT_UNIT|u_g2|mul_inst|wt|st1_1       ; 216   ; 1              ; 0            ; 1              ; 144    ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_fpu_eu|u_fpu|SQRT_UNIT|u_g2|mul_inst|wt|st1_0       ; 216   ; 1              ; 0            ; 1              ; 144    ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_fpu_eu|u_fpu|SQRT_UNIT|u_g2|mul_inst|wt             ; 936   ; 156            ; 0            ; 156            ; 144    ; 156             ; 156           ; 156             ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_fpu_eu|u_fpu|SQRT_UNIT|u_g2|mul_inst|be12           ; 27    ; 2              ; 0            ; 2              ; 48     ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_fpu_eu|u_fpu|SQRT_UNIT|u_g2|mul_inst|be11           ; 27    ; 0              ; 0            ; 0              ; 48     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_fpu_eu|u_fpu|SQRT_UNIT|u_g2|mul_inst|be10           ; 27    ; 0              ; 0            ; 0              ; 48     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_fpu_eu|u_fpu|SQRT_UNIT|u_g2|mul_inst|be9            ; 27    ; 0              ; 0            ; 0              ; 48     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_fpu_eu|u_fpu|SQRT_UNIT|u_g2|mul_inst|be8            ; 27    ; 0              ; 0            ; 0              ; 48     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_fpu_eu|u_fpu|SQRT_UNIT|u_g2|mul_inst|be7            ; 27    ; 0              ; 0            ; 0              ; 48     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_fpu_eu|u_fpu|SQRT_UNIT|u_g2|mul_inst|be6            ; 27    ; 0              ; 0            ; 0              ; 48     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_fpu_eu|u_fpu|SQRT_UNIT|u_g2|mul_inst|be5            ; 27    ; 0              ; 0            ; 0              ; 48     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_fpu_eu|u_fpu|SQRT_UNIT|u_g2|mul_inst|be4            ; 27    ; 0              ; 0            ; 0              ; 48     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_fpu_eu|u_fpu|SQRT_UNIT|u_g2|mul_inst|be3            ; 27    ; 0              ; 0            ; 0              ; 48     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_fpu_eu|u_fpu|SQRT_UNIT|u_g2|mul_inst|be2            ; 27    ; 0              ; 0            ; 0              ; 48     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_fpu_eu|u_fpu|SQRT_UNIT|u_g2|mul_inst|be1            ; 27    ; 0              ; 0            ; 0              ; 48     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_fpu_eu|u_fpu|SQRT_UNIT|u_g2|mul_inst|be0            ; 27    ; 1              ; 0            ; 1              ; 48     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_fpu_eu|u_fpu|SQRT_UNIT|u_g2|mul_inst                ; 49    ; 0              ; 0            ; 0              ; 48     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_fpu_eu|u_fpu|SQRT_UNIT|u_g2                         ; 97    ; 32             ; 0            ; 32             ; 32     ; 32              ; 32            ; 32              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_fpu_eu|u_fpu|SQRT_UNIT|u_F1|mul_inst|wt|st5_0       ; 216   ; 1              ; 0            ; 1              ; 144    ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_fpu_eu|u_fpu|SQRT_UNIT|u_F1|mul_inst|wt|st4_0       ; 216   ; 1              ; 0            ; 1              ; 144    ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_fpu_eu|u_fpu|SQRT_UNIT|u_F1|mul_inst|wt|st3_1       ; 216   ; 1              ; 0            ; 1              ; 144    ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_fpu_eu|u_fpu|SQRT_UNIT|u_F1|mul_inst|wt|st3_0       ; 216   ; 1              ; 0            ; 1              ; 144    ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_fpu_eu|u_fpu|SQRT_UNIT|u_F1|mul_inst|wt|st2_2       ; 216   ; 1              ; 0            ; 1              ; 144    ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_fpu_eu|u_fpu|SQRT_UNIT|u_F1|mul_inst|wt|st2_1       ; 216   ; 1              ; 0            ; 1              ; 144    ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_fpu_eu|u_fpu|SQRT_UNIT|u_F1|mul_inst|wt|st2_0       ; 216   ; 1              ; 0            ; 1              ; 144    ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_fpu_eu|u_fpu|SQRT_UNIT|u_F1|mul_inst|wt|st1_3       ; 216   ; 1              ; 0            ; 1              ; 144    ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_fpu_eu|u_fpu|SQRT_UNIT|u_F1|mul_inst|wt|st1_2       ; 216   ; 1              ; 0            ; 1              ; 144    ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_fpu_eu|u_fpu|SQRT_UNIT|u_F1|mul_inst|wt|st1_1       ; 216   ; 1              ; 0            ; 1              ; 144    ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_fpu_eu|u_fpu|SQRT_UNIT|u_F1|mul_inst|wt|st1_0       ; 216   ; 1              ; 0            ; 1              ; 144    ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_fpu_eu|u_fpu|SQRT_UNIT|u_F1|mul_inst|wt             ; 936   ; 156            ; 0            ; 156            ; 144    ; 156             ; 156           ; 156             ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_fpu_eu|u_fpu|SQRT_UNIT|u_F1|mul_inst|be12           ; 27    ; 2              ; 0            ; 2              ; 48     ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_fpu_eu|u_fpu|SQRT_UNIT|u_F1|mul_inst|be11           ; 27    ; 0              ; 0            ; 0              ; 48     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_fpu_eu|u_fpu|SQRT_UNIT|u_F1|mul_inst|be10           ; 27    ; 0              ; 0            ; 0              ; 48     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_fpu_eu|u_fpu|SQRT_UNIT|u_F1|mul_inst|be9            ; 27    ; 0              ; 0            ; 0              ; 48     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_fpu_eu|u_fpu|SQRT_UNIT|u_F1|mul_inst|be8            ; 27    ; 0              ; 0            ; 0              ; 48     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_fpu_eu|u_fpu|SQRT_UNIT|u_F1|mul_inst|be7            ; 27    ; 0              ; 0            ; 0              ; 48     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_fpu_eu|u_fpu|SQRT_UNIT|u_F1|mul_inst|be6            ; 27    ; 0              ; 0            ; 0              ; 48     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_fpu_eu|u_fpu|SQRT_UNIT|u_F1|mul_inst|be5            ; 27    ; 0              ; 0            ; 0              ; 48     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_fpu_eu|u_fpu|SQRT_UNIT|u_F1|mul_inst|be4            ; 27    ; 0              ; 0            ; 0              ; 48     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_fpu_eu|u_fpu|SQRT_UNIT|u_F1|mul_inst|be3            ; 27    ; 0              ; 0            ; 0              ; 48     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_fpu_eu|u_fpu|SQRT_UNIT|u_F1|mul_inst|be2            ; 27    ; 0              ; 0            ; 0              ; 48     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_fpu_eu|u_fpu|SQRT_UNIT|u_F1|mul_inst|be1            ; 27    ; 0              ; 0            ; 0              ; 48     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_fpu_eu|u_fpu|SQRT_UNIT|u_F1|mul_inst|be0            ; 27    ; 1              ; 0            ; 1              ; 48     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_fpu_eu|u_fpu|SQRT_UNIT|u_F1|mul_inst                ; 49    ; 0              ; 0            ; 0              ; 48     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_fpu_eu|u_fpu|SQRT_UNIT|u_F1                         ; 97    ; 32             ; 0            ; 32             ; 32     ; 32              ; 32            ; 32              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_fpu_eu|u_fpu|SQRT_UNIT|u_h1|mul_inst|wt|st5_0       ; 216   ; 1              ; 0            ; 1              ; 144    ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_fpu_eu|u_fpu|SQRT_UNIT|u_h1|mul_inst|wt|st4_0       ; 216   ; 1              ; 0            ; 1              ; 144    ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_fpu_eu|u_fpu|SQRT_UNIT|u_h1|mul_inst|wt|st3_1       ; 216   ; 1              ; 0            ; 1              ; 144    ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_fpu_eu|u_fpu|SQRT_UNIT|u_h1|mul_inst|wt|st3_0       ; 216   ; 1              ; 0            ; 1              ; 144    ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_fpu_eu|u_fpu|SQRT_UNIT|u_h1|mul_inst|wt|st2_2       ; 216   ; 1              ; 0            ; 1              ; 144    ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_fpu_eu|u_fpu|SQRT_UNIT|u_h1|mul_inst|wt|st2_1       ; 216   ; 1              ; 0            ; 1              ; 144    ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_fpu_eu|u_fpu|SQRT_UNIT|u_h1|mul_inst|wt|st2_0       ; 216   ; 1              ; 0            ; 1              ; 144    ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_fpu_eu|u_fpu|SQRT_UNIT|u_h1|mul_inst|wt|st1_3       ; 216   ; 1              ; 0            ; 1              ; 144    ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_fpu_eu|u_fpu|SQRT_UNIT|u_h1|mul_inst|wt|st1_2       ; 216   ; 1              ; 0            ; 1              ; 144    ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_fpu_eu|u_fpu|SQRT_UNIT|u_h1|mul_inst|wt|st1_1       ; 216   ; 1              ; 0            ; 1              ; 144    ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_fpu_eu|u_fpu|SQRT_UNIT|u_h1|mul_inst|wt|st1_0       ; 216   ; 1              ; 0            ; 1              ; 144    ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_fpu_eu|u_fpu|SQRT_UNIT|u_h1|mul_inst|wt             ; 936   ; 156            ; 0            ; 156            ; 144    ; 156             ; 156           ; 156             ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_fpu_eu|u_fpu|SQRT_UNIT|u_h1|mul_inst|be12           ; 27    ; 2              ; 0            ; 2              ; 48     ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_fpu_eu|u_fpu|SQRT_UNIT|u_h1|mul_inst|be11           ; 27    ; 0              ; 0            ; 0              ; 48     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_fpu_eu|u_fpu|SQRT_UNIT|u_h1|mul_inst|be10           ; 27    ; 0              ; 0            ; 0              ; 48     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_fpu_eu|u_fpu|SQRT_UNIT|u_h1|mul_inst|be9            ; 27    ; 0              ; 0            ; 0              ; 48     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_fpu_eu|u_fpu|SQRT_UNIT|u_h1|mul_inst|be8            ; 27    ; 0              ; 0            ; 0              ; 48     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_fpu_eu|u_fpu|SQRT_UNIT|u_h1|mul_inst|be7            ; 27    ; 0              ; 0            ; 0              ; 48     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_fpu_eu|u_fpu|SQRT_UNIT|u_h1|mul_inst|be6            ; 27    ; 0              ; 0            ; 0              ; 48     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_fpu_eu|u_fpu|SQRT_UNIT|u_h1|mul_inst|be5            ; 27    ; 0              ; 0            ; 0              ; 48     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_fpu_eu|u_fpu|SQRT_UNIT|u_h1|mul_inst|be4            ; 27    ; 0              ; 0            ; 0              ; 48     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_fpu_eu|u_fpu|SQRT_UNIT|u_h1|mul_inst|be3            ; 27    ; 0              ; 0            ; 0              ; 48     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_fpu_eu|u_fpu|SQRT_UNIT|u_h1|mul_inst|be2            ; 27    ; 0              ; 0            ; 0              ; 48     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_fpu_eu|u_fpu|SQRT_UNIT|u_h1|mul_inst|be1            ; 27    ; 0              ; 0            ; 0              ; 48     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_fpu_eu|u_fpu|SQRT_UNIT|u_h1|mul_inst|be0            ; 27    ; 1              ; 0            ; 1              ; 48     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_fpu_eu|u_fpu|SQRT_UNIT|u_h1|mul_inst                ; 49    ; 0              ; 0            ; 0              ; 48     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
